City	Date	Date	Mo=W+M	65+	W	M	SSC	DIS offensife(1,2,3 etc) non-offensive(0)	TOS time of the season	T	Td	AT	T-AT
KHB	20000501	01.05.2000	22	12	8	14	6	0	1	22,3	3,0	25,0	2,7
KHB	20000502	02.05.2000	21	11	6	15	3	1	2	23,7	2,1	26,3	2,6
KHB	20000503	03.05.2000	23	11	9	14	6	0	3	19,7	7,0	23,1	3,4
KHB	20000504	04.05.2000	18	7	5	13	1	0	4	15,7	8,3	19,4	3,7
KHB	20000505	05.05.2000	33	10	8	25	4	0	5	5,7	5,8	8,9	3,2
KHB	20000506	06.05.2000	28	14	7	21	4	0	6	12,7	7,4	16,2	3,5
KHB	20000507	07.05.2000	20	7	8	12	1	0	7	19,5	8,0	23,1	3,6
KHB	20000508	08.05.2000	19	5	6	13	1	0	8	19,8	5,9	23,0	3,2
KHB	20000509	09.05.2000	25	15	10	15	7	0	9	16,4	-6,7	19,7	3,3
KHB	20000510	10.05.2000	14	8	7	7	1	0	10	18,3	0,0	20,9	2,6
KHB	20000511	11.05.2000	15	6	5	10	1	0	11	15,7	1,1	18,3	2,6
KHB	20000512	12.05.2000	18	10	7	11	4	0	12	11,1	7,0	14,5	3,4
KHB	20000513	13.05.2000	27	15	10	17	4	0	13	10,1	8,3	13,8	3,7
KHB	20000514	14.05.2000	19	13	12	7	4	0	14	10,5	10,5	14,9	4,4
KHB	20000515	15.05.2000	19	14	11	8	1	0	15	15,6	5,9	18,8	3,2
KHB	20000516	16.05.2000	17	10	5	12	4	0	16	15,6	9,0	19,5	3,9
KHB	20000517	17.05.2000	21	9	14	7	1	0	17	17,9	10,0	22,1	4,2
KHB	20000518	18.05.2000	26	13	10	16	6	0	18	21,8	10,3	26,1	4,3
KHB	20000519	19.05.2000	23	15	11	12	6	0	19	16,7	13,0	22,0	5,3
KHB	20000520	20.05.2000	20	9	10	10	4	0	20	17,8	12,2	22,8	5,0
KHB	20000521	21.05.2000	25	10	11	14	4	0	21	13,3	11,2	18,0	4,7
KHB	20000522	22.05.2000	18	12	7	11	5	0	22	12,9	12,9	18,2	5,3
KHB	20000523	23.05.2000	20	6	8	12	4	0	23	11	10,3	15,3	4,3
KHB	20000524	24.05.2000	16	8	8	8	4	0	24	18,2	10,2	22,5	4,3
KHB	20000525	25.05.2000	22	10	7	15	4	0	25	18	13,0	23,3	5,3
KHB	20000526	26.05.2000	16	9	8	8	1	0	26	16,9	5,3	20,0	3,1
KHB	20000527	27.05.2000	20	9	12	8	1	0	27	18,3	10,3	22,6	4,3
KHB	20000528	28.05.2000	28	12	12	16	7	0	28	18,3	13,0	23,6	5,3
KHB	20000529	29.05.2000	19	8	6	13	7	0	29	18,2	4,3	21,1	2,9
KHB	20000530	30.05.2000	22	9	7	15	7	0	30	14,1	3,2	16,9	2,8
KHB	20000531	31.05.2000	30	14	14	16	7	0	31	17,8	5,9	21,0	3,2
KHB	20000601	01.06.2000	28	11	12	16	1	0	32	17,7	7,0	21,1	3,4
KHB	20000602	02.06.2000	28	10	12	16	2	0	33	16,7	12,0	21,6	4,9
KHB	20000603	03.06.2000	10	2	6	4	1	0	34	19,1	11,0	23,6	4,5
KHB	20000604	04.06.2000	20	9	4	16	1	0	35	23,5	10,0	27,7	4,2
KHB	20000605	05.06.2000	25	12	13	12	4	0	36	22,7	10,0	26,9	4,2
KHB	20000606	06.06.2000	17	9	7	10	7	0	37	10,4	5,0	13,5	3,1
KHB	20000607	07.06.2000	22	13	13	9	5	0	38	10,9	5,0	13,9	3,0
KHB	20000608	08.06.2000	17	9	8	9	2	0	39	17,2	5,0	20,2	3,0
KHB	20000609	09.06.2000	18	7	6	12	2	0	40	17,8	7,0	21,2	3,4
KHB	20000610	10.06.2000	21	7	6	15	1	0	41	19	7,0	22,4	3,4
KHB	20000611	11.06.2000	22	10	9	13	1	0	42	23,7	12,0	28,6	4,9
KHB	20000612	12.06.2000	16	7	8	8	7	0	43	25,5	14,0	31,2	5,7
KHB	20000613	13.06.2000	20	11	10	10	3	1	44	21	7,0	24,4	3,4
KHB	20000614	14.06.2000	29	17	14	15	1	0	45	21,7	8,0	25,3	3,6
KHB	20000615	15.06.2000	28	13	17	11	1	0	46	25,2	9,0	29,1	3,9
KHB	20000616	16.06.2000	29	15	11	18	1	0	47	25,8	14,0	31,5	5,7
KHB	20000617	17.06.2000	18	10	10	8	3	1	48	24,1	5,9	27,2	3,1
KHB	20000618	18.06.2000	16	11	11	5	4	0	49	13,1	12,0	18,0	4,9
KHB	20000619	19.06.2000	16	9	8	8	4	0	50	15,2	9,0	19,1	3,9
KHB	20000620	20.06.2000	19	13	8	11	2	0	51	19,6	13,0	24,9	5,3
KHB	20000621	21.06.2000	16	8	6	10	4	0	52	15,3	10,0	19,5	4,2
KHB	20000622	22.06.2000	21	8	10	11	1	0	53	20,5	14,0	26,2	5,7
KHB	20000623	23.06.2000	26	16	15	11	1	0	54	29,9	17,0	37,1	7,2
KHB	20000624	24.06.2000	28	13	11	17	6	0	55	29,8	15,0	35,9	6,1
KHB	20000625	25.06.2000	29	7	10	19	6	0	56	27,2	16,0	33,9	6,7
KHB	20000626	26.06.2000	11	4	3	8	6	0	57	23,8	18,0	31,6	7,8
KHB	20000627	27.06.2000	20	14	11	9	6	0	58	23,6	17,0	30,8	7,2
KHB	20000628	28.06.2000	17	3	5	12	4	0	59	21,3	17,0	28,5	7,2
KHB	20000629	29.06.2000	18	9	11	7	4	0	60	19,9	15,0	26,1	6,2
KHB	20000630	30.06.2000	21	7	7	14	4	0	61	19,1	13,0	24,4	5,3
KHB	20000701	01.07.2000	20	5	7	13	4	0	62	19,2	13,0	24,5	5,3
KHB	20000702	02.07.2000	19	7	7	12	1	0	63	25,4	17,0	32,6	7,2
KHB	20000703	03.07.2000	30	10	10	20	3	1	64	28,8	19,0	37,1	8,3
KHB	20000704	04.07.2000	28	12	13	15	3	2	65	30,7	19,0	39,0	8,3
KHB	20000705	05.07.2000	25	6	12	13	4	0	66	21,7	18,0	29,5	7,8
KHB	20000706	06.07.2000	24	11	12	12	6	0	67	23,6	19,0	32,0	8,4
KHB	20000707	07.07.2000	21	8	11	10	4	0	68	27,8	21,0	37,4	9,6
KHB	20000708	08.07.2000	21	6	9	12	3	1	69	26,1	16,0	32,8	6,7
KHB	20000709	09.07.2000	20	12	7	13	3	2	70	29,1	14,0	34,8	5,7
KHB	20000710	10.07.2000	28	13	14	14	3	3	71	34	19,0	42,3	8,3
KHB	20000711	11.07.2000	29	12	13	16	3	4	72	32,2	18,0	39,9	7,7
KHB	20000712	12.07.2000	28	19	17	11	3	5	73	28	21,0	37,6	9,6
KHB	20000713	13.07.2000	21	11	8	13	4	0	74	19,2	18,0	27,0	7,8
KHB	20000714	14.07.2000	19	10	9	10	4	0	75	21	18,0	28,8	7,8
KHB	20000715	15.07.2000	22	8	7	15	4	0	76	23	17,0	30,2	7,2
KHB	20000716	16.07.2000	29	11	15	14	4	0	77	22,3	16,0	29,0	6,7
KHB	20000717	17.07.2000	15	8	6	9	4	0	78	20,3	13,0	25,6	5,3
KHB	20000718	18.07.2000	27	13	10	17	2	0	79	20,8	11,0	25,3	4,5
KHB	20000719	19.07.2000	19	8	6	13	2	0	80	22,7	11,0	27,2	4,5
KHB	20000720	20.07.2000	18	6	8	10	1	0	81	26,3	15,0	32,4	6,1
KHB	20000721	21.07.2000	17	10	8	9	7	0	82	20,6	20,6	30,0	9,4
KHB	20000722	22.07.2000	16	5	5	11	7	0	83	22,5	18,0	30,3	7,8
KHB	20000723	23.07.2000	18	8	6	12	4	0	84	23,8	19,0	32,2	8,4
KHB	20000724	24.07.2000	17	4	2	15	4	0	85	24,6	18,0	32,4	7,8
KHB	20000725	25.07.2000	16	8	7	9	4	0	86	21	19,0	29,4	8,4
KHB	20000726	26.07.2000	21	6	9	12	4	0	87	23,1	16,0	29,8	6,7
KHB	20000727	27.07.2000	20	8	5	15	4	0	88	24,7	16,0	31,4	6,7
KHB	20000728	28.07.2000	29	11	9	20	4	0	89	25,3	18,0	33,0	7,7
KHB	20000729	29.07.2000	13	6	7	6	4	0	90	23	18,0	30,8	7,8
KHB	20000730	30.07.2000	16	9	7	9	5	0	91	18,9	18,9	27,2	8,3
KHB	20000731	31.07.2000	28	12	8	20	4	0	92	20,6	19,0	29,0	8,4
KHB	20000801	01.08.2000	18	6	6	12	4	0	93	21,6	19,0	30,0	8,4
KHB	20000802	02.08.2000	21	13	14	7	6	0	94	24,8	18,0	32,6	7,8
KHB	20000803	03.08.2000	21	4	11	10	6	0	95	26,3	18,0	34,0	7,7
KHB	20000804	04.08.2000	13	3	4	9	6	0	96	27,8	19,0	36,2	8,4
KHB	20000805	05.08.2000	26	13	12	14	6	0	97	28,6	22,0	38,9	10,3
KHB	20000806	06.08.2000	22	10	6	16	6	0	98	27,2	20,0	36,2	9,0
KHB	20000807	07.08.2000	34	18	16	18	66	1	99	27,5	22,0	37,8	10,3
KHB	20000808	08.08.2000	18	9	10	8	6	0	100	25,2	17,0	32,4	7,2
KHB	20000809	09.08.2000	22	8	7	15	7	0	101	27,8	22,0	38,1	10,3
KHB	20000810	10.08.2000	17	2	5	12	7	0	102	25,4	20,0	34,4	9,0
KHB	20000811	11.08.2000	15	7	8	7	6	0	103	24,4	16,0	31,1	6,7
KHB	20000812	12.08.2000	16	2	6	10	6	0	104	26,7	20,0	35,7	9,0
KHB	20000813	13.08.2000	22	10	11	11	3	0	105	28	21,0	37,6	9,6
KHB	20000814	14.08.2000	16	9	7	9	66	1	106	28,6	20,0	37,6	9,0
KHB	20000815	15.08.2000	22	11	8	14	4	0	107	20,4	20,4	29,7	9,3
KHB	20000816	16.08.2000	17	10	5	12	3	1	108	27,3	21,0	36,9	9,6
KHB	20000817	17.08.2000	31	19	19	12	66	2	109	27,1	22,0	37,4	10,3
KHB	20000818	18.08.2000	24	14	11	13	3	3	110	24,2	14,0	29,9	5,7
KHB	20000819	19.08.2000	15	8	7	8	3	4	111	25,5	16,0	32,2	6,7
KHB	20000820	20.08.2000	23	9	6	17	1	0	112	25,6	16,0	32,3	6,7
KHB	20000821	21.08.2000	16	8	7	9	4	0	113	23,2	19,0	31,6	8,4
KHB	20000822	22.08.2000	16	5	11	5	4	0	114	21,4	19,0	29,8	8,4
KHB	20000823	23.08.2000	13	7	5	8	4	0	115	22,8	19,0	31,2	8,4
KHB	20000824	24.08.2000	15	7	10	5	4	0	116	17,8	17,8	25,5	7,7
KHB	20000825	25.08.2000	19	9	8	11	4	0	117	16,3	16,3	23,2	6,9
KHB	20000826	26.08.2000	27	11	15	12	4	0	118	18	15,0	24,2	6,2
KHB	20000827	27.08.2000	21	9	10	11	4	0	119	19,9	14,0	25,7	5,8
KHB	20000828	28.08.2000	33	10	12	21	1	0	120	23,5	17,0	30,7	7,2
KHB	20000829	29.08.2000	19	9	7	12	4	0	121	22,9	17,0	30,1	7,2
KHB	20000830	30.08.2000	23	5	4	19	4	0	122	21,8	19,0	30,2	8,4
KHB	20000831	31.08.2000	13	6	5	8	6	0	123	25,4	21,0	35,1	9,7
KHB	20000901	01.09.2000	11	6	5	6	66	1	124	25,5	21,0	35,2	9,7
KHB	20000902	02.09.2000	21	11	14	7	66	2	125	26,1	19,0	34,5	8,4
KHB	20000903	03.09.2000	15	11	9	6	66	3	126	28,2	16,0	34,9	6,7
KHB	20000904	04.09.2000	31	16	14	17	6	0	127	28,3	18,0	36,0	7,7
KHB	20000905	05.09.2000	23	13	14	9	7	0	128	13,6	9,0	17,5	3,9
KHB	20000906	06.09.2000	15	7	7	8	7	0	129	15,8	10,0	20,0	4,2
KHB	20000907	07.09.2000	19	8	9	10	5	0	130	12,6	11,0	17,2	4,6
KHB	20000908	08.09.2000	16	6	7	9	7	0	131	15,2	5,0	18,2	3,0
KHB	20000909	09.09.2000	16	9	7	9	1	0	132	19	5,9	22,2	3,2
KHB	20000910	10.09.2000	15	5	4	11	7	0	133	21,6	8,0	25,2	3,6
KHB	20000911	11.09.2000	21	12	12	9	5	0	134	17	12,0	21,9	4,9
KHB	20000912	12.09.2000	12	6	6	6	4	0	135	15,2	12,0	20,1	4,9
KHB	20000913	13.09.2000	24	14	8	16	1	0	136	21	14,0	26,7	5,7
KHB	20000914	14.09.2000	25	15	11	14	1	0	137	21,9	14,0	27,6	5,7
KHB	20000915	15.09.2000	14	8	6	8	3	1	138	22,9	15,0	29,1	6,2
KHB	20000916	16.09.2000	13	7	5	8	4	0	139	15,3	13,0	20,6	5,3
KHB	20000917	17.09.2000	27	10	14	13	7	0	140	14,6	14,6	20,6	6,0
KHB	20000918	18.09.2000	26	11	12	14	5	0	141	10,8	10,8	15,3	4,5
KHB	20000919	19.09.2000	15	7	8	7	7	0	142	14,9	10,0	19,1	4,2
KHB	20000920	20.09.2000	26	9	10	16	4	0	143	16,1	12,0	21,0	4,9
KHB	20000921	21.09.2000	26	16	16	10	1	0	144	18,5	3,0	21,3	2,8
KHB	20000922	22.09.2000	22	14	9	13	1	0	145	19,8	9,0	23,7	3,9
KHB	20000923	23.09.2000	12	5	6	6	1	0	146	21,4	12,0	26,3	4,9
KHB	20000924	24.09.2000	17	10	7	10	1	0	147	20,4	10,0	24,6	4,2
KHB	20000925	25.09.2000	23	13	13	10	1	0	148	18,7	8,0	22,3	3,6
KHB	20000926	26.09.2000	29	15	15	14	4	0	149	15,9	10,0	20,1	4,2
KHB	20000927	27.09.2000	23	13	9	14	1	0	150	18,4	7,0	21,8	3,4
KHB	20000928	28.09.2000	18	10	4	14	1	0	151	17,7	9,0	21,6	3,9
KHB	20000929	29.09.2000	22	12	6	16	4	0	152	13,1	5,0	16,1	3,0
KHB	20000930	30.09.2000	23	8	10	13	1	0	153	11,7	7,0	15,1	3,4
KHB	20010501	01.05.2001	23	8	14	9	6	0	1	20	2,4	22,7	2,7
KHB	20010502	02.05.2001	16	6	8	8	6	0	2	18	7,4	21,5	3,5
KHB	20010503	03.05.2001	27	10	7	20	6	0	3	19	3,6	21,8	2,8
KHB	20010504	04.05.2001	24	10	7	17	1	0	4	19	4,4	21,9	2,9
KHB	20010505	05.05.2001	20	11	10	10	6	0	5	16	5,3	19,1	3,1
KHB	20010506	06.05.2001	22	13	10	12	0	0	6	15	-1,5	17,7	2,7
KHB	20010507	07.05.2001	19	7	7	12	0	0	7	16	1,7	18,7	2,7
KHB	20010508	08.05.2001	23	11	13	10	0	0	8	13	5,9	16,2	3,2
KHB	20010509	09.05.2001	19	7	5	14	1	0	9	18	3,9	20,8	2,8
KHB	20010510	10.05.2001	16	7	7	9	3	1	10	21	-0,9	23,6	2,6
KHB	20010511	11.05.2001	26	12	10	16	3	2	11	25	3,0	27,7	2,7
KHB	20010512	12.05.2001	17	3	6	11	3	3	12	27	5,9	30,1	3,1
KHB	20010513	13.05.2001	31	13	16	15	0	0	13			2,7	2,7
KHB	20010514	14.05.2001	18	8	10	8	3	1	14	27	11,5	31,7	4,7
KHB	20010515	15.05.2001	22	15	7	15	3	2	15	25	10,1	29,2	4,2
KHB	20010516	16.05.2001	19	5	10	9	4	0	16	9	8,7	12,9	3,9
KHB	20010517	17.05.2001	28	13	10	18	1	0	17	15	2,5	17,7	2,7
KHB	20010518	18.05.2001	22	14	8	14	4	0	18	18	10,6	22,4	4,4
KHB	20010519	19.05.2001	21	6	5	16	4	0	19	13	9,3	17,0	4,0
KHB	20010520	20.05.2001	21	7	7	14	1	0	20	20	10,4	24,3	4,3
KHB	20010521	21.05.2001	19	8	6	13	0	0	21			2,7	2,7
KHB	20010522	22.05.2001	15	6	5	10	0	0	22	12	11,1	16,6	4,6
KHB	20010523	23.05.2001	29	15	12	17	4	0	23	14	9,8	18,2	4,2
KHB	20010524	24.05.2001	20	4	4	16	2	0	24	15	6,0	18,2	3,2
KHB	20010525	25.05.2001	28	19	15	13	2	0	25	15	5,5	18,1	3,1
KHB	20010526	26.05.2001	12	6	7	5	1	0	26	21	5,8	24,1	3,1
KHB	20010527	27.05.2001	24	11	14	10	1	0	27	23	6,7	26,3	3,3
KHB	20010528	28.05.2001	23	10	10	13	3	1	28	26	9,8	30,1	4,1
KHB	20010529	29.05.2001	25	13	14	11	4	0	29	17	14,5	23,0	6,0
KHB	20010530	30.05.2001	22	10	11	11	4	0	30	13	8,9	16,9	3,9
KHB	20010531	31.05.2001	25	12	14	11	0	0	31	20	11,0	24,5	4,5
KHB	20010601	01.06.2001	17	8	9	8	0	0	32	23	2,5	25,7	2,7
KHB	20010602	02.06.2001	25	10	10	15	1	0	33	25	8,9	28,8	3,8
KHB	20010603	03.06.2001	34	14	18	16	8	0	34	21	4,1	23,9	2,9
KHB	20010604	04.06.2001	28	16	12	16	8	0	35	24		26,6	2,6
KHB	20010605	05.06.2001	19	8	9	10	3	1	36	30	15,7	36,5	6,5
KHB	20010606	06.06.2001	36	15	14	22	7	0	37	18	4,6	20,9	2,9
KHB	20010607	07.06.2001	19	7	6	13	1	0	38	19	1,5	21,6	2,6
KHB	20010608	08.06.2001	18	8	9	9	1	0	39	22	4,1	24,9	2,9
KHB	20010609	09.06.2001	27	12	8	19	4	0	40	16	12,7	21,2	5,2
KHB	20010610	10.06.2001	16	6	5	11	1	0	41	20	1,9	22,7	2,7
KHB	20010611	11.06.2001	19	10	7	12	2	0	42	16	3,4	18,8	2,8
KHB	20010612	12.06.2001	22	8	5	17	2	0	43	15	7,3	18,5	3,5
KHB	20010613	13.06.2001	17	8	7	10	0	0	44			2,7	2,7
KHB	20010614	14.06.2001	26	14	15	11	1	0	45	21	8,6	24,8	3,8
KHB	20010615	15.06.2001	22	8	7	15	0	0	46	25	11,6	29,7	4,7
KHB	20010616	16.06.2001	22	12	12	10	1	0	47	27	12,6	32,1	5,1
KHB	20010617	17.06.2001	18	8	10	8	3	1	48	31	11,4	35,6	4,6
KHB	20010618	18.06.2001	26	11	12	14	0	0	49	23	15,6	29,5	6,5
KHB	20010619	19.06.2001	26	12	10	16	0	0	50	18	7,1	21,4	3,4
KHB	20010620	20.06.2001	24	9	7	17	2	0	51	16	5,3	19,1	3,1
KHB	20010621	21.06.2001	26	14	12	14	1	0	52	21	8,6	24,8	3,8
KHB	20010622	22.06.2001	23	13	10	13	1	0	53	29	5,1	32,0	3,0
KHB	20010623	23.06.2001	26	14	14	12	3	1	54	29	10,2	33,2	4,2
KHB	20010624	24.06.2001	21	6	6	15	6	0	55	27	17,5	34,4	7,4
KHB	20010625	25.06.2001	23	12	8	15	1	0	56	26	7,6	29,5	3,5
KHB	20010626	26.06.2001	19	7	6	13	6	0	57	25	22,7	35,8	10,8
KHB	20010627	27.06.2001	31	12	19	12	4	0	58	22	18,4	30,0	8,0
KHB	20010628	28.06.2001	16	9	10	6	5	0	59	19	13,4	24,5	5,5
KHB	20010629	29.06.2001	23	7	5	18	5	0	60	14	7,8	17,6	3,6
KHB	20010630	30.06.2001	15	4	8	7	2	0	61	21	10,2	25,3	4,3
KHB	20010701	01.07.2001	20	10	9	11	2	0	62	21	12,7	26,2	5,2
KHB	20010702	02.07.2001	27	14	10	17	0	0	63	24	13,2	29,4	5,4
KHB	20010703	03.07.2001	22	9	10	12	0	0	64	22	19,4	30,6	8,6
KHB	20010704	04.07.2001	30	15	12	18	4	0	65	23	17,0	30,2	7,2
KHB	20010705	05.07.2001	23	10	14	9	1	0	66	25	15,0	31,2	6,2
KHB	20010706	06.07.2001	23	8	12	11	0	0	67			2,7	2,7
KHB	20010707	07.07.2001	24	16	11	13	4	0	68	23	15,1	29,2	6,2
KHB	20010708	08.07.2001	21	9	9	12	0	0	69	25	7,6	28,5	3,5
KHB	20010709	09.07.2001	34	17	13	21	0	0	70	28	20,0	37,0	9,0
KHB	20010710	10.07.2001	21	10	10	11	4	0	71	21	19,5	29,7	8,7
KHB	20010711	11.07.2001	26	13	7	19	4	0	72	26	19,4	34,6	8,6
KHB	20010712	12.07.2001	24	12	12	12	0	0	73	17	15,2	23,3	6,3
KHB	20010713	13.07.2001	28	14	11	17	0	0	74	16	15,0	22,2	6,2
KHB	20010714	14.07.2001	15	6	9	6	5	0	75	20	16,6	27,0	7,0
KHB	20010715	15.07.2001	28	17	12	16	4	0	76	22	17,2	29,3	7,3
KHB	20010716	16.07.2001	27	9	14	13	2	0	77	22	15,4	28,4	6,4
KHB	20010717	17.07.2001	21	7	11	10	1	0	78	27	18,6	35,1	8,1
KHB	20010718	18.07.2001	23	13	7	16	1	0	79	28	17,8	35,6	7,6
KHB	20010719	19.07.2001	28	12	12	16	0	0	80	30	18,4	38,0	8,0
KHB	20010720	20.07.2001	24	12	13	11	4	0	81	26	20,8	35,5	9,5
KHB	20010721	21.07.2001	22	9	10	12	4	0	82	26	18,9	34,3	8,3
KHB	20010722	22.07.2001	25	10	15	10	1	0	83	30	19,7	38,7	8,7
KHB	20010723	23.07.2001	34	10	16	18	4	0	84	27	21,3	36,8	9,8
KHB	20010724	24.07.2001	13	5	6	7	0	0	85			2,7	2,7
KHB	20010725	25.07.2001	20	10	9	11	0	0	86	27	19,6	35,7	8,7
KHB	20010726	26.07.2001	19	9	9	10	0	0	87	27	15,4	33,3	6,3
KHB	20010727	27.07.2001	23	8	13	10	0	0	88	20	15,6	26,5	6,5
KHB	20010728	28.07.2001	22	6	9	13	0	0	89	24	18,2	31,9	7,9
KHB	20010729	29.07.2001	21	8	14	7	0	0	90	21	18,6	29,1	8,1
KHB	20010730	30.07.2001	15	7	4	11	4	0	91	20	18,8	28,3	8,3
KHB	20010731	31.07.2001	25	11	13	12	4	0	92	24	19,3	32,5	8,5
KHB	20010801	01.08.2001	12	6	6	6	1	0	93	26	15,4	32,3	6,3
KHB	20010802	02.08.2001	19	13	10	9	4	0	94	20	15,8	26,6	6,6
KHB	20010803	03.08.2001	27	17	12	15	1	0	95	27	16,6	34,0	7,0
KHB	20010804	04.08.2001	28	15	11	17	6	0	96	29	19,0	37,3	8,3
KHB	20010805	05.08.2001	26	11	14	12	6	0	97	30	18,1	37,8	7,8
KHB	20010806	06.08.2001	28	11	15	13	4	0	98	26	20,8	35,5	9,5
KHB	20010807	07.08.2001	26	9	10	16	4	0	99	21	18,8	29,2	8,2
KHB	20010808	08.08.2001	14	4	6	8	5	0	100	17	16,4	23,9	6,9
KHB	20010809	09.08.2001	14	6	3	11	0	0	101			2,7	2,7
KHB	20010810	10.08.2001	21	10	7	14	5	0	102	19	17,0	26,2	7,2
KHB	20010811	11.08.2001	22	11	10	12	1	0	103	25	15,9	31,6	6,6
KHB	20010812	12.08.2001	17	6	10	7	1	0	104	29	19,9	37,9	8,9
KHB	20010813	13.08.2001	30	15	14	16	0	0	105			2,7	2,7
KHB	20010814	14.08.2001	27	14	15	12	3	1	106	31	18,4	38,9	7,9
KHB	20010815	15.08.2001	19	9	10	9	4	0	107	25	21,3	34,8	9,8
KHB	20010816	16.08.2001	22	9	11	11	66	1	108	30	18,4	38,0	8,0
KHB	20010817	17.08.2001	27	11	10	17	1	0	109	26	12,1	30,9	4,9
KHB	20010818	18.08.2001	19	10	9	10	1	0	110	29	10,6	33,4	4,4
KHB	20010819	19.08.2001	18	7	8	10	4	0	111	26	21,0	35,6	9,6
KHB	20010820	20.08.2001	25	12	13	12	4	0	112	24	23,1	35,1	11,1
KHB	20010821	21.08.2001	23	9	12	11	0	0	113	22		24,6	2,6
KHB	20010822	22.08.2001	27	10	9	18	4	0	114	20	17,0	27,2	7,2
KHB	20010823	23.08.2001	11	4	6	5	4	0	115	23	18,1	30,8	7,8
KHB	20010824	24.08.2001	23	9	8	15	0	0	116	18	17,4	25,4	7,4
KHB	20010825	25.08.2001	15	7	7	8	5	0	117	19	15,3	25,3	6,3
KHB	20010826	26.08.2001	17	7	6	11	1	0	118	22	11,7	26,8	4,8
KHB	20010827	27.08.2001	24	12	12	12	0	0	119	23	3,5	25,8	2,8
KHB	20010828	28.08.2001	19	9	7	12	1	0	120	24	10,3	28,3	4,3
KHB	20010829	29.08.2001	19	10	7	12	1	0	121	26	11,0	30,5	4,5
KHB	20010830	30.08.2001	16	10	6	10	1	0	122	26	12,8	31,2	5,2
KHB	20010831	31.08.2001	21	10	11	10	5	0	123	15	11,2	19,6	4,6
KHB	20010901	01.09.2001	20	13	7	13	0	0	124	18	1,1	20,6	2,6
KHB	20010902	02.09.2001	24	9	12	12	1	0	125	21	4,1	23,9	2,9
KHB	20010903	03.09.2001	21	8	5	16	1	0	126	23	9,4	27,0	4,0
KHB	20010904	04.09.2001	24	11	9	15	1	0	127	24	10,3	28,3	4,3
KHB	20010905	05.09.2001	18	10	9	9	1	0	128	26	16,8	33,1	7,1
KHB	20010906	06.09.2001	19	7	11	8	4	0	129	17	16,2	23,8	6,8
KHB	20010907	07.09.2001	21	14	8	13	0	0	130	20	7,1	23,4	3,4
KHB	20010908	08.09.2001	28	10	8	20	1	0	131	20	6,4	23,2	3,2
KHB	20010909	09.09.2001	23	9	10	13	1	0	132	22	8,5	25,7	3,7
KHB	20010910	10.09.2001	27	13	15	12	0	0	133	18	6,2	21,2	3,2
KHB	20010911	11.09.2001	24	8	11	13	1	0	134	21	6,2	24,2	3,2
KHB	20010912	12.09.2001	16	6	6	10	1	0	135	24	6,7	27,3	3,3
KHB	20010913	13.09.2001	26	14	15	11	3	0	136	28	11,5	32,7	4,7
KHB	20010914	14.09.2001	18	8	5	13	1	0	137	27	11,5	31,7	4,7
KHB	20010915	15.09.2001	24	9	9	15	2	0	138	15	1,5	17,7	2,7
KHB	20010916	16.09.2001	18	5	5	13	2	0	139	13	4,7	16,0	3,0
KHB	20010917	17.09.2001	17	11	9	8	0	0	140			2,7	2,7
KHB	20010918	18.09.2001	21	10	9	12	5	0	141	11	7,7	14,6	3,6
KHB	20010919	19.09.2001	19	10	10	9	2	0	142	15	-1,5	17,7	2,7
KHB	20010920	20.09.2001	22	10	6	16	2	0	143	8	-8,5	11,8	3,8
KHB	20010921	21.09.2001	20	6	5	15	2	0	144	12	-4,2	14,9	2,9
KHB	20010922	22.09.2001	17	10	8	9	2	0	145	16	-5,7	19,1	3,1
KHB	20010923	23.09.2001	16	7	8	8	7	0	146	11	9,8	15,2	4,2
KHB	20010924	24.09.2001	13	5	4	9	1	0	147	18	-2,3	20,7	2,7
KHB	20010925	25.09.2001	15	4	7	8	0	0	148	17	-3,7	19,8	2,8
KHB	20010926	26.09.2001	21	12	10	11	0	0	149	13	10,4	17,4	4,4
KHB	20010927	27.09.2001	30	17	17	13	7	0	150	9	-5,6	12,2	3,2
KHB	20010928	28.09.2001	21	10	12	9	2	0	151	12	-6,4	15,3	3,3
KHB	20010929	29.09.2001	22	12	10	12	2	0	152	11	-6,8	14,4	3,4
KHB	20010930	30.09.2001	22	13	6	16	0	0	153			2,7	2,7
KHB	20020501	01.05.2002	25	13	11	14	1	0	1	11	-7,3	14,5	3,5
KHB	20020502	02.05.2002	25	11	15	10	1	0	2	13	-6,5	16,3	3,3
KHB	20020503	03.05.2002	29	18	13	16	0	0	3	21	-2,8	23,7	2,7
KHB	20020504	04.05.2002	15	5	4	11	7	0	4	16	-4,0	18,9	2,9
KHB	20020505	05.05.2002	21	12	11	10	5	0	5	8	3,1	10,8	2,8
KHB	20020506	06.05.2002	17	10	5	12	0	0	6	18	-5,9	21,2	3,2
KHB	20020507	07.05.2002	18	6	7	11	0	0	7	21	-4,2	23,9	2,9
KHB	20020508	08.05.2002	22	8	7	15	3	1	8	25	-5,3	28,0	3,0
KHB	20020509	09.05.2002	23	12	9	14	0	0	9			2,7	2,7
KHB	20020510	10.05.2002	20	9	5	15	3	0	10	25	0,5	27,6	2,6
KHB	20020511	11.05.2002	27	14	9	18	3	0	11	25	3,6	27,8	2,8
KHB	20020512	12.05.2002	21	12	11	10	3	0	12	24	2,8	26,7	2,7
